Brand Name	Mfg Code	Warranty Description	Warranty URL	Warranty Tel#	Warranty Months	Months for Parts	Comments
	ZZ	<80Wh Batteries	https://www.switusa.com/warranty-policy		12.0	12.0	
	ZZ	>80Wh Batteries	https://www.switusa.com/warranty-policy		24.0	24.0	
	ZZ	Chargers	https://www.switusa.com/warranty-policy		24.0	24.0	
	ZZ	Lightings	https://www.switusa.com/warranty-policy		24.0	24.0	
Switchcraft	SOCR	Switchcraft	https://www.switchcraft.com/about/warranty-policies	7737922700	99.0	99.0	
Syma	FO		https://www.symatoys.com				Warranty not available on MFR
Synco Audio	SYNCA	Synco Audio	https://www.syncoaudio.com/		12.0	12.0	As Per Adorama
Synology	SYNO	Synology	https://www.synology.com/en-us/company/legal/warranty	4252963177			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Syrp	RG						No SKU is not listed on Adorama
Sysco	SYS		https://www.syscotogo.com/				Warranty Not Applicable
TacStar	LYMAN						Mfr Not Found
Tactical Fiber Systems	TACFIB	Tactical Fiber Systems	https://www.tacticalfiber.com/policies.php	8777777147	12.0	12.0	
Tadashi	TDSH		https://tadashifilters.com				Warranty not available on MFR
Takahashi	TK						Not in Adorama Brand List
Takama	YINGI	Takama	https://www.adorama.com	8008150702	12.0	12.0	Adorama Private Brand
Takeway	TKWAY						Mfr Not Found
Tama	TAMA	Tama	http://shop.tama.com				Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Tamrac	TR	Tamrac	https://www.tamrac.com/pages/warranty		60.0	60.0	
Tamron	TM	Tamron	https://www.tamron-usa.com/support/warranty.html	8008278880			No SKU is not listed on Adorama
Tangent	T4		https://www.tangentwave.co.uk				Warranty not available on MFR
Tanglewood	TNGLWD		http://tanglewoodguitars.com				Warranty not available on MFR
Tannoy	TANN		https://www.tannoy.com/service.html				No SKU is not listed on Adorama
TAP	A7	TAP	https://www.tyndellphotographic.com/terms				Warranty Not Applicable
TargDots	LYMAN						Mfr Not Found
Targus	TG	Targus	https://us.targus.com/pages/warranty	8774827487			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Tascam	TASCAM	Tascam	https://tascam.com/us/support/warranty	3237260303	12.0	12.0	
Tasco	T1	Tasco	https://tasco.com/golf		12.0	12.0	
Tattu	TATTU	Tattu	https://genstattu.com/warranty	9253647166	12.0	12.0	
Taytrix	TYTRX	Taytrix	https://www.taytrix.com/pricelist	6463277394	12.0	12.0	
TBC Consoles	RG						Not in Adorama Brand List
TC Electronic	TCEL	TC Electronic	https://www.tcelectronic.com/service.html		12.0	12.0	
TC Helicon	TCEL	TC Helicon	https://www.tc-helicon.com		12.0	12.0	
TEAC	TEAC						Not in Adorama Brand List
TeachLogic	TEACHL	TeachLogic	https://teachlogic.com/warranty	7606317800			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Teal	TEAL						Not in Adorama Brand List
Teal Drones	TEALD	Teal Drones	https://tealdrones.com/support/warranty-returns		12.0	12.0	
Tech Data	RG						Not in Adorama Brand List
Techart PRO	TCHRTP	Techart PRO	https://techartpro.com		12.0	12.0	
Techflex	RG						Not in Adorama Brand List
Techko	TKOM						Mfr Not Found
Technical Pro	RG						No SKU is not listed on Adorama
Technics	PC	Technics	https://us.technics.com/pages/faqs				Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Techprotectus	TPU	Techprotectus	https://www.techprotectus.com/warranty	9292778772	12.0	12.0	
TecNec	RG						No SKU is not listed on Adorama
Tek'it Audio	TEKIT						Warranty Not Applicable
Tekkeon	RG						Not in Adorama Brand List
Teknetics	TEKNTC	Teknetics	https://www.tekneticsdirect.com	8004134131			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Tektronix	TEKTRONIX	Tektronix	https://www.tek.com	8068052741	99.0	99.0	
Tele Vue	TV	Telescopes	https://www.televue.com	8454694551	60.0	60.0	
	TV	Accessories	https://www.televue.com		60.0	60.0	
	TV	Eyepieces	https://www.televue.com		99.0	99.0	
	TV	Barlows	https://www.televue.com		99.0	99.0	
	TV	Powermates	https://www.televue.com		99.0	99.0	
	TV	Paracorr	https://www.televue.com		99.0	99.0	
	TV	Electronic Parts	https://www.televue.com		12.0	12.0	
Teledex	TDX	Teledex	https://www.teledex.com	7196388821			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Telefunken	TLFNK	Telefunken	https://www.telefunken-elektroakustik.com/warranty				Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Telemetrics	TMET		https://telemetricsinc.com				Warranty not available on MFR
Telescript	RG						No SKU is not listed on Adorama
Telestream	RG						No SKU is not listed on Adorama
Telex	TELE	Telex			12.0	12.0	As Per Adorama
Telmax	TLMX	Teleprompters	https://www.telmaxteleprompters.com	8882397139	99.0	99.0	
Telos	TELOS	Telos	https://www.telosalliance.com/Warranty-Information		24.0	24.0	
Tempracam	TEMP						Not in Adorama Brand List
Tenba	TB	Tenba	https://tenba.com/warranty	9146075153			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Tentacle Sync	TNTCLS	Audio Recorders	https://shop.tentaclesync.com		24.0	24.0	
	TNTCLS	Cables	https://shop.tentaclesync.com		24.0	24.0	
Tera Grand	TERAGRAND	Tera Grand	https://www.teragrand.com/pages/warranty-info				No SKU is not listed on Adorama
Teradek	TERA	Teradek	https://teradek.com/pages/warranty-information	8889412111	12.0	12.0	
Tether Tools	T6	Tether Tools	https://tethertools.com/about/returns-warranty	8888546565			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Texas Instruments	TEX	Texas Instruments	https://education.ti.com/en	9729178324			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
The Joy Factory	JOY	The Joy Factory	https://thejoyfactory.com/warranty-policy	8775693228	12.0	12.0	
The Long Weekend	WKND	The Long Weekend	https://longweekendgear.com/pages/lifetime-guarantee		24.0	24.0	As Per Adorama
The Mako Group	FRONTLINE						Not in Adorama Brand List
The Off Camera Flashback	FPL	The Off Camera Flashback	https://theoffcameraflashback.com	9786738001	12.0	12.0	As Per Adorama
The POD	POD	The POD			12.0	12.0	As Per Adorama
Thermaltake	THERMTAKE	Thermaltake	https://www.thermaltake.com/store-policy-usa	8009881088			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Thermodyne	THRMDYN	Thermodyne	https://www.thermodyne.com		99.0	99.0	
Thingyfy	TGY		https://thingyfy.com				Warranty not available on MFR
Think Tank	TT	Think Tank	https://www.thinktankphoto.com/pages/warranty		99.0	99.0	
Thinkware	THNKWR	Thinkware	https://thinkwarestore.com/ca/warranty	8448659273	12.0	12.0	
	THNKWR	MicroSD Card	https://thinkwarestore.com/ca/warranty	8448659273	6.0	6.0	
ThinkWrite	RG						Not in Adorama Brand List
Thor	THOR		https://thorbroadcast.com	8005216384			No SKU is not listed on Adorama
Thousand Oaks	RG						Not in Adorama Brand List
THQ/Nordic	THQN	THQ/Nordic	https://thqnordic.com		3.0	3.0	
Thronmax	THRONMAX	Thronmax	https://www.thronmax.com		24.0	24.0	
Thrustmaster	THRUSTMAST	Thrustmaster	https://www.thrustmaster.com	9299001628	12.0	12.0	As Per Adorama
Thule	THU						Not in Adorama Brand List
Thursby	RG						Not in Adorama Brand List
THYPOCH	DZO	THYPOCH	https://www.thypoch.store/shipping-returns		12.0	12.0	
Tieline	TIELI	Tieline	https://tieline.com/warranty-repairs	3178458000			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Tiffen	TF	Tiffen	https://tiffen.com/pages/warranty	8006452522			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Tightrope	RG						Not in Adorama Brand List
Tile Inc	TILEINC	Tile Inc	https://www.tile.com		12.0	12.0	
Tilta	TILTA	Tilta	https://tilta.com/terms-conditions	8185614991			(Cable - 1 Month, Electronic Part - 1 Year, Machine Part -2 Year
Tiltall	UFMC						No SKU is not listed on Adorama
TimeCode Systems	TMCD		https://www.timecodesystems.com				Warranty not available on MFR
Tipke	RG						Not in Adorama Brand List
Titan	RG						No SKU is not listed on Adorama
Tizo Design	53						Warranty Not Applicable
TJ Grip	ARC						Not in Adorama Brand List
TK Audio	TKA	TK Audio	https://tkaudio.se/support		24.0	24.0	
T-Motor	TMTR		https://store.tmotor.com				Warranty not available on MFR
TOA Electronics	TOA	Audio Products	https://www.toaelectronics.com/warranty	6504521200	60.0	60.0	
	TOA	Intercom Products	https://www.toaelectronics.com/warranty	6504521200	24.0	24.0	
Togo Power	TOGO						Not in Adorama Brand List
Tokina	TN	Tokina	https://tokinalens.com/support/warranty		24.0	24.0	
TOKK	TOKK	TOKK	https://tokktech.com/warranty-card	8589992114	3.0	3.0	
Tonelux	TNLX	Tonelux	http://tonelux.com	3103239050	12.0	12.0	
Tooluxe	RG						Not in Adorama Brand List
Topgreener	TOPGREENER						Not in Adorama Brand List
Toptekits	ARC						Not in Adorama Brand List
Toshiba	TS	Toshiba	https://storage.toshiba.com	8776894899			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Tote Vision	RG						Not in Adorama Brand List
Toughgaff	TOUGHGAFF		https://www.toughgaff.com				Warranty not available on MFR
Tovatec	TVATC						Not in Adorama Brand List
Toyo	TY	Toyo	https://toyoview.com/warranty		24.0	24.0	
TP-Link	TPLINK	TP-Link	https://www.tp-link.com/us/support/replacement-warranty	9095276804			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Trace Elliot	TRCEL	Trace Elliot	https://traceelliot.com/warranty/warrantytext.cfm				Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Tracktion	TRCKTN						Warranty Not Applicable
Tram	TRAM						Mfr Not Found
Transcend	ZZ	Transcend	https://www.transcend-info.com/Legal/warranty-periods	8008865590			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Transition Networks	RG						Not in Adorama Brand List
Travel9to5	T9TO5	Travel9to5	https://travel9to5.com/terms		12.0	12.0	
Traveler Guitar	TRVGT	Guitars	https://travelerguitar.com/pages/warranty	9093072626	36.0	36.0	
	TRVGT	Accessories	https://travelerguitar.com/pages/warranty		12.0	12.0	
Traynor	TRNR	Traynor	https://traynoramps.com	7162972920	24.0	24.0	
TrekPak	TRKPK	TrekPak	https://www.pelican.com/us/en	8004735422			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
TRENDnet	T3	TRENDnet	https://www.trendnet.com/support/product-warranty-policy	3109615500			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
T-Rex Engineering	TREX	T-Rex Engineering	https://www.t-rex-effects.com/service		24.0	24.0	
Triad-Orbit	TRDORB	Triad-Orbit	https://www.triad-orbit.com/warranty-2	8888468776	12.0	12.0	
Triangle	TRNGL	Triangle	https://www.trianglehifi.com/en/register		24.0	24.0	
Tribe7	ARC						No SKU is not listed on Adorama
TriggerSmart	TRGR						Mfr Not Found
Triggertrap	TRIGG	Triggertrap			12.0	12.0	As Per Adorama
TRIGYN	TRIGYN						Mfr Not Found
Tripltek	TPK	Tripltek	https://www.tripltek.com/warranty	8002116735	12.0	12.0	
Tripp Lite	TI	Tripp Lite	https://tripplite.eaton.com/support/product-warranty	7738691111			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Tri-Tech Forensics	TRITECH	Tri-Tech Forensics	https://tritechforensics.com/terms-conditions	8004387884			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Trius	LYMAN	Trius	https://www.lymanproducts.com/product-warranties	8002259626	12.0	12.0	
TRP Worldwide	ARC	TRP Worldwide	https://trpworldwide.com/terms-and-conditions	8187653338			Warranty not available on MFR
Tru Protection	TRUPR						Mfr Not Found
TruckVault	RG						Not in Adorama Brand List
True Systems	TRUSYS						Not in Adorama Brand List
TruGlo	TRUG	Broadhead	https://www.truglo.com/faq/warranty		99.0	99.0	
	TRUG	Handgun Sight	https://www.truglo.com/faq/warranty		144.0	144.0	
TTArtisan	TTARTISAN	TTArtisan	https://ttartisan.myshopify.com/policies/terms-of-service		12.0	12.0	
Tucano	TX	Tucano	https://tucano.com/usa/content/30-terms-and-conditions-usa	2129669211	24.0	24.0	
Turbosound	TURBOSOUND	Turbosound	https://www.turbosound.com/service.html		12.0	12.0	
Turf Stand	LT						Mfr Not Found
Turnstile Audio	TURN	Turnstile Audio		8008150702	24.0	24.0	Adorama Private Brand
TV Logic	RG	TV Logic	https://www.tvlogic.tv	8188856442	12.0	12.0	
tvONE	TVONE	tvONE	https://tvone.com	5136664220			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Two Notes	TWON	Two Notes	https://www.two-notes.com/en/terms-and-conditions		24.0	24.0	
Tyvek	DIVALS						Warranty Not Applicable
U Line	RG						Not in Adorama Brand List
Ubertronix	UBER	Ubertronix	https://strikefinder.photo/strike-finder-store	2105711022	12.0	12.0	
Ubiquiti Networks	UBIQU	Ubiquiti Networks	https://www.ui.com/support/warranty		12.0	12.0	
Ubisoft	UBSFT	Ubisoft	https://www.ubisoft.com/en-us		3.0	3.0	
UGREEN	UGREEN	UGREEN	https://www.ugreen.com/pages/warranty		24.0	24.0	
u-He Software	UHESW						Warranty Not Applicable
Ulanzi	ULANZI	Ulanzi	https://www.ulanzi.com/pages/warranty-return-policy				Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Uline	RG						No SKU is not listed on Adorama
Ultimate Acoustics	ULTACOUS						Warranty Not Applicable
Ultimate Support	ULTSUP						Warranty Not Applicable
Ultrasone	US		https://ultrasone.com/general-terms-and-conditions				Warranty not available on MFR
Umbra	UB	Umbra	https://www.umbra.com/pages/quality-guarantee	8003875122	60.0	60.0	
	UB	Furniture	https://www.umbra.com/pages/quality-guarantee		12.0	12.0	
	UB	Lighting	https://www.umbra.com/pages/quality-guarantee		24.0	24.0	
Unagi	UNAGI						Not in Adorama Brand List
Uncle Mike's	UMIKE		https://www.unclemikes.com	8004233537			Warranty not available on MFR
Underwater Kinetics	UKPRO	Underwater Kinetics	https://uwk.com/pages/warranty	8585139100			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Unicup	RG						Not in Adorama Brand List
UniqBall	UNQ	UniqBall	https://uniqballshop.com		24.0	24.0	
Uniset	RG						Not in Adorama Brand List
Unistellar	UNS	Unistellar	https://www.unistellar.com		24.0	24.0	
Unitrends	RG						Not in Adorama Brand List
Universal Audio	UNVAUD	Universal Audio	https://www.uaudio.com	8314401176	12.0	12.0	
Unmanned Tactical Group	UTGRP						Warranty Not Applicable
Urban Armor Gear	IM	Urban Armor Gear	https://www.urbanarmorgear.com/warranty-information	8189607031			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Urbano Design	URBANO						Mfr Not Found
URSA	RMTAUD						Warranty Not Applicable
Urth	URTH	Urth	https://urth.co/pages/terms-and-conditions		99.0	99.0	
US Army	UARMY	US Army			12.0	12.0	As Per Adorama
USA Gear	RG						No SKU is not listed on Adorama
Ushio	LM		https://www.ushio.com/corporate/terms-conditions				Warranty not available on MFR
UTG	UTG	UTG	https://www.leapers.com/brand/utg	7345421500	99.0	99.0	
UV Shield	HEND						Warranty Not Applicable
UVify	UVIFY						Not in Adorama Brand List
UZI	UZI	UZI	https://www.campcoshop.com	3237662555	12.0	12.0	
Vaddio	VAD	Vaddio	https://www.legrandav.com/policies/warranty_information	8669773901	36.0	36.0	
Valcam	VLCM						Not in Adorama Brand List
Valley People	VALP						Not in Adorama Brand List
Vanguard	VG	Vanguard	https://www.vanguardworld.com	8008753322			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Vantec	RG						Not in Adorama Brand List
Vaonis	VAONS	Vaonis	https://vaonis.com		24.0	24.0	
VariZoom	RG						No SKU is not listed on Adorama
Varjo	VARJO	Varjo	https://varjo.com/warranty		12.0	12.0	
Vaxis	LNPRT	Atom Series Products	https://www.vaxisglobal.com	8183814745	12.0	12.0	
	LNPRT	Storm Series Products	https://www.vaxisglobal.com		18.0	18.0	
Vazen	VAZEN	Vazen	https://vzlens.com/faq		36.0	36.0	
VeCASTER	RG						Not in Adorama Brand List
VELCRO Brand	RG						Not in Adorama Brand List
Vello	RG						No SKU is not listed on Adorama
Velvet	VELVT	Velvet	https://www.velvetlight.tv	8183582888	24.0	24.0	
Venom	VENM		https://venombattery.com				Warranty not available on MFR
Venus	VEN	Venus	https://www.venuslens.net/faq		36.0	36.0	
Verbatim	V1	Verbatim	https://verbatim.com.sg/warranty	8005388589			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Veridian Health Care	VHC	Veridian Health Care	https://www.veridianhealthcare.com	8663261313			Different Warranty for Different Products, to fill Warranty Info during SKU Content Creation
Verizon	VRZN						Not in Adorama Brand List
